id_text,text_name,version,l_no,text
dcclt/Q000043,OB Nippur Ura 06,CBS 03932 (MSL 11, 112 B1) [OB Nippur Ura],,o i 1',sux:šuguru[~dates]N
dcclt/Q000043,OB Nippur Ura 06,CBS 03932 (MSL 11, 112 B1) [OB Nippur Ura],,o i 2',sux:uhin[date]N
dcclt/Q000043,OB Nippur Ura 06,CBS 03932 (MSL 11, 112 B1) [OB Nippur Ura],,o i 3',sux:uhin[date]N sux:babbar[white]V/i
dcclt/Q000043,OB Nippur Ura 06,CBS 03932 (MSL 11, 112 B1) [OB Nippur Ura],,o i 4',sux:uhin[date]N sux:kukkug[dark]V/i
dcclt/Q000043,OB Nippur Ura 06,CBS 03932 (MSL 11, 112 B1) [OB Nippur Ura],,o i 5',sux:uhin[date]N sux:su[red]V/i
dcclt/Q000043,OB Nippur Ura 06,CBS 03932 (MSL 11, 112 B1) [OB Nippur Ura],,o i 6',sux:uhin[date]N sux:sissig[green]V/i
dcclt/Q000043,OB Nippur Ura 06,CBS 03932 (MSL 11, 112 B1) [OB Nippur Ura],,o i 7',sux:uhin[date]N
dcclt/Q000043,OB Nippur Ura 06,N 4844 (MSL 11, 112 D1) [OB Nippur Ura],,o i 2',sux:lal[syrup]N
dcclt/Q000043,OB Nippur Ura 06,N 4844 (MSL 11, 112 D1) [OB Nippur Ura],,o i 3',sux:i[oil]N
dcclt/Q000043,OB Nippur Ura 06,N 4844 (MSL 11, 112 D1) [OB Nippur Ura],,o ii 1',sux:ga[milk]N
dcclt/Q000043,OB Nippur Ura 06,N 4844 (MSL 11, 112 D1) [OB Nippur Ura],,o ii 2',sux:ga[milk]N sux:uzud[goat]N
dcclt/Q000043,OB Nippur Ura 06,N 4844 (MSL 11, 112 D1) [OB Nippur Ura],,o ii 3',sux:ga[milk]N sux:u[ewe]N
dcclt/Q000043,OB Nippur Ura 06,N 4844 (MSL 11, 112 D1) [OB Nippur Ura],,o ii 4',sux:ga[milk]N sux:ab[cow]N
dcclt/Q000043,OB Nippur Ura 06,N 4844 (MSL 11, 112 D1) [OB Nippur Ura],,o ii 5',sux:gašea[~dairy]N
dcclt/Q000043,OB Nippur Ura 06,N 4844 (MSL 11, 112 D1) [OB Nippur Ura],,o ii 6',sux:ga[milk]N sux:gur[lift]V/t
dcclt/Q000043,OB Nippur Ura 06,N 4844 (MSL 11, 112 D1) [OB Nippur Ura],,r i 1,sux:ga[milk]N sux:nunuzte[~dairy]N
dcclt/Q000043,OB Nippur Ura 06,N 4844 (MSL 11, 112 D1) [OB Nippur Ura],,r i 2,sux:ga[milk]N sux:itirda[~dairy]N
dcclt/Q000043,OB Nippur Ura 06,N 4844 (MSL 11, 112 D1) [OB Nippur Ura],,r i 3,sux:ga[milk]N sux:lugal[king]N
dcclt/Q000043,OB Nippur Ura 06,N 4844 (MSL 11, 112 D1) [OB Nippur Ura],,r i 4,sux:ga[milk]N
dcclt/Q000043,OB Nippur Ura 06,N 4844 (MSL 11, 112 D1) [OB Nippur Ura],,r i 5,sux:ga[milk]N
dcclt/Q000043,OB Nippur Ura 06,N 4844 (MSL 11, 112 D1) [OB Nippur Ura],,r ii 1,sux:še[barley]N sux:ŋeš[tree]N sux:rah[beat]V/t
dcclt/Q000043,OB Nippur Ura 06,N 4844 (MSL 11, 112 D1) [OB Nippur Ura],,r ii 2,sux:še[barley]N sux:izi[fire]N sux:tag[touch]V/t
dcclt/Q000043,OB Nippur Ura 06,N 4844 (MSL 11, 112 D1) [OB Nippur Ura],,r ii 3,sux:še[barley]N sux:in.nu.HA[barley]N
dcclt/Q000043,OB Nippur Ura 06,CBS 04863 (MSL 11, 113 Q1) [Obverse Not Preserved],,o i 1',sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,CBS 04863 (MSL 11, 113 Q1) [Obverse Not Preserved],,o i 2',sux:dida[wort]N sux:imŋaŋa[emmer]N
dcclt/Q000043,OB Nippur Ura 06,CBS 04863 (MSL 11, 113 Q1) [Obverse Not Preserved],,o i 3',sux:dida[wort]N sux:imŋaŋa[emmer]N sux:mah[great]V/i
dcclt/Q000043,OB Nippur Ura 06,CBS 04863 (MSL 11, 113 Q1) [Obverse Not Preserved],,o i 4',sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,CBS 04863 (MSL 11, 113 Q1) [Obverse Not Preserved],,o i 5',sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,CBS 04863 (MSL 11, 113 Q1) [Obverse Not Preserved],,o i 6',sux:dida[wort]N sux:lalhab[honey]N
dcclt/Q000043,OB Nippur Ura 06,SLT 061 [OB Nippur Ura],,o i 1',sux:eren[cedar]N
dcclt/Q000043,OB Nippur Ura 06,SLT 061 [OB Nippur Ura],,o i 2',sux:kud[fish]N
dcclt/Q000043,OB Nippur Ura 06,SLT 061 [OB Nippur Ura],,o i 3',sux:šah[pig]N
dcclt/Q000043,OB Nippur Ura 06,SLT 061 [OB Nippur Ura],,o i 4',sux:peš[mouse]N
dcclt/Q000043,OB Nippur Ura 06,SLT 061 [OB Nippur Ura],,o ii 1',sux:kaš[beer]N sux:gur[lift]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 061 [OB Nippur Ura],,o ii 2',sux:kaš[beer]N sux:šeria[dish]N
dcclt/Q000043,OB Nippur Ura 06,SLT 061 [OB Nippur Ura],,o ii 3',sux:kaš[beer]N sux:lu[mix]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 061 [OB Nippur Ura],,o ii 4',sux:kaš[beer]N sux:lu[mix]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 061 [OB Nippur Ura],,o ii 5',sux:kaš[beer]N sux:lu[mix]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 061 [OB Nippur Ura],,o ii 6',sux:kaš[beer]N sux:šu[hand]N sux:šub[fall]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 061 [OB Nippur Ura],,o ii 7',sux:kaš[beer]N sux:kiŋ[work]V/t sux:ŋal[be]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 061 [OB Nippur Ura],,r i 1',sux:kaš[beer]N sux:saŋ[head]N sux:ŋal[be]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 061 [OB Nippur Ura],,r i 2',sux:kaš[beer]N sux:saŋ[head]N sux:ŋal[be]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 061 [OB Nippur Ura],,r i 3',sux:kaš[beer]N sux:naŋa[potash]N
dcclt/Q000043,OB Nippur Ura 06,SLT 061 [OB Nippur Ura],,r i 4',sux:kaš[beer]N sux:halub[tree]N
dcclt/Q000043,OB Nippur Ura 06,SLT 061 [OB Nippur Ura],,r i 5',sux:kaš[beer]N sux:ti[arrow]N
dcclt/Q000043,OB Nippur Ura 06,SLT 061 [OB Nippur Ura],,r i 6',sux:kaš[beer]N sux:ti[arrow]N sux:ri[unmng]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06923 (MSL 11, 112 L1) [OB Nippur Ura],,o i 3',sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06923 (MSL 11, 112 L1) [OB Nippur Ura],,o i 4',sux:ninda[bread]N sux:dirig[excess]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06923 (MSL 11, 112 L1) [OB Nippur Ura],,o i 5',sux:ninda[bread]N sux:ur[bake]V/t
dcclt/Q000043,OB Nippur Ura 06,CBS 06923 (MSL 11, 112 L1) [OB Nippur Ura],,o i 6',sux:ninda[bread]N sux:nimur[ashes]N
dcclt/Q000043,OB Nippur Ura 06,CBS 06923 (MSL 11, 112 L1) [OB Nippur Ura],,o i 7',sux:nindaʾidea[bread]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 10048 [OB Nippur Ura],,o i 2',sux:šu[hand]N sux:teŋ[approach]V/i
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 10048 [OB Nippur Ura],,o i 3',sux:šu[hand]N sux:teŋ[approach]V/i
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 10048 [OB Nippur Ura],,o i 4',sux:šu[hand]N sux:teŋ[approach]V/i
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 10048 [OB Nippur Ura],,o i 5',sux:šu[hand]N sux:teŋ[approach]V/i sux:šu[hand]N sux:teŋ[approach]V/i
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 10048 [OB Nippur Ura],,o i 6',sux:šu[hand]N sux:teŋ[approach]V/i
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 10048 [OB Nippur Ura],,r i 1',sux:tu[soup]N sux:adar[plant]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 10048 [OB Nippur Ura],,r i 2',sux:tu[soup]N sux:babada[porridge]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 10048 [OB Nippur Ura],,r i 3',sux:tu[soup]N sux:babada[porridge]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r i 1',sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r i 2',sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r i 3',sux:tu[soup]N sux:uzubala[~soup]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r i 4',sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r i 5',sux:tu[soup]N sux:šu[hand]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r i 6',sux:tu[soup]N sux:šu[hand]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r i 7',sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r i 8',sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r ii 1',sux:tu[soup]N sux:lib[fat]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r ii 2',sux:tu[soup]N sux:aba[who?]QP sux:silim[healthy]V/i
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r ii 3',sux:tu[soup]N sux:i[oil]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r ii 4',sux:tu[soup]N sux:a[water]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r ii 5',sux:tu[soup]N sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r ii 6',sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r ii 7',sux:dida[wort]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r ii 8',sux:dida[wort]N sux:ŋen[go]V/i
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r ii 9',sux:dida[wort]N sux:imŋaŋa[emmer]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r ii 10',sux:dida[wort]N sux:imŋaŋa[emmer]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r ii 11',sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 01576 [Model contract],,r ii 12',sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,A 33510 (MSL 11, 112 I1) [OB Nippur Ura],,o i 1,sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,A 33510 (MSL 11, 112 I1) [OB Nippur Ura],,o i 2,sux:zulum[date]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,A 33510 (MSL 11, 112 I1) [OB Nippur Ura],,o i 3,sux:zulum[date]N sux:ŋen[go]V/i
dcclt/Q000043,OB Nippur Ura 06,A 33510 (MSL 11, 112 I1) [OB Nippur Ura],,o i 4,sux:zulum[date]N sux:babbar[white]V/i
dcclt/Q000043,OB Nippur Ura 06,A 33510 (MSL 11, 112 I1) [OB Nippur Ura],,o i 5,sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,A 33510 (MSL 11, 112 I1) [OB Nippur Ura],,o i 6,sux:zulum[date]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 03477 [OB Nippur Ura],,o i 1,sux:bappir[~beer]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 03477 [OB Nippur Ura],,o i 2,sux:bappir[~beer]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 03477 [OB Nippur Ura],,o i 3,sux:bappir[~beer]N sux:pad[break]V/t
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 03477 [OB Nippur Ura],,o i 4,sux:bappir[~beer]N sux:pad[break]V/t
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 03477 [OB Nippur Ura],,o i 5,sux:bappir[~beer]N sux:ud[sun]N sux:tab[double]V/t
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 03477 [OB Nippur Ura],,o i 6,sux:sumun[vessel]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 03477 [OB Nippur Ura],,o i 7,sux:sumun[vessel]N sux:a[water]N sux:ŋar[place]V/t
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 03477 [OB Nippur Ura],,o i 8,sux:sumun[vessel]N sux:a[water]N sux:sig[put]V/t
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 03477 [OB Nippur Ura],,r i 5',sux:uzu[flesh]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 03477 [OB Nippur Ura],,r i 6',sux:uzu[flesh]N sux:saŋdu[head]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 03477 [OB Nippur Ura],,r i 7',sux:uzu[flesh]N sux:udšuš[~head]N
dcclt/Q000043,OB Nippur Ura 06,Ist Ni 03477 [OB Nippur Ura],,r i 8',sux:uzu[flesh]N sux:meze[jaw]N
dcclt/Q000043,OB Nippur Ura 06,CBS 04809 (MSL 08/1, 082 V 40) [OB Nippur Ura],,o i 1',sux:ga[milk]N
dcclt/Q000043,OB Nippur Ura 06,CBS 04809 (MSL 08/1, 082 V 40) [OB Nippur Ura],,o i 2',sux:ga[milk]N sux:uzud[goat]N
dcclt/Q000043,OB Nippur Ura 06,CBS 04809 (MSL 08/1, 082 V 40) [OB Nippur Ura],,o i 3',sux:gašea[~dairy]N
dcclt/Q000043,OB Nippur Ura 06,CBS 04809 (MSL 08/1, 082 V 40) [OB Nippur Ura],,o i 4',sux:ga[milk]N
dcclt/Q000043,OB Nippur Ura 06,N 6003 [Obverse Not Preserved],,r i 1',sux:eša[flour]N
dcclt/Q000043,OB Nippur Ura 06,N 6003 [Obverse Not Preserved],,r i 2',sux:eša[flour]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,N 6003 [Obverse Not Preserved],,r i 3',sux:eša[flour]N sux:ŋen[go]V/i
dcclt/Q000043,OB Nippur Ura 06,N 6003 [Obverse Not Preserved],,r i 4',sux:eša[flour]N sux:ga[milk]N
dcclt/Q000043,OB Nippur Ura 06,N 6003 [Obverse Not Preserved],,r i 5',sux:eša[flour]N sux:kašbir[beer]N
dcclt/Q000043,OB Nippur Ura 06,N 6003 [Obverse Not Preserved],,r i 6',sux:zidgu[flour]N
dcclt/Q000043,OB Nippur Ura 06,N 6003 [Obverse Not Preserved],,r i 7',sux:zid[flour]N sux:gunida[~grain]N
dcclt/Q000043,OB Nippur Ura 06,N 6003 [Obverse Not Preserved],,r i 8',sux:zid[flour]N
dcclt/Q000043,OB Nippur Ura 06,N 6003 [Obverse Not Preserved],,r i 9',sux:zid[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT p. 014, CBS 04818 (unpub. dup.) [OB Nippur Ura],,o i 1',sux:ninda[bread]N sux:ur[bake]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT p. 014, CBS 04818 (unpub. dup.) [OB Nippur Ura],,o i 2',sux:ninda[bread]N sux:nimur[ashes]N
dcclt/Q000043,OB Nippur Ura 06,SLT p. 014, CBS 04818 (unpub. dup.) [OB Nippur Ura],,o i 3',sux:nindaʾidea[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT p. 014, CBS 04818 (unpub. dup.) [OB Nippur Ura],,o i 4',sux:nindaʾidea[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT p. 014, CBS 04818 (unpub. dup.) [OB Nippur Ura],,o i 5',sux:nindaʾidea[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT p. 014, CBS 04818 (unpub. dup.) [OB Nippur Ura],,r i 1',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT p. 014, CBS 04818 (unpub. dup.) [OB Nippur Ura],,r i 2',sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT p. 014, CBS 04818 (unpub. dup.) [OB Nippur Ura],,r i 3',sux:kaš[beer]N sux:ŋarza[rites]N
dcclt/Q000043,OB Nippur Ura 06,SLT p. 014, CBS 04818 (unpub. dup.) [OB Nippur Ura],,r i 4',sux:ulušin[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT p. 014, CBS 04818 (unpub. dup.) [OB Nippur Ura],,r i 5',sux:ulušin[beer]N sux:mah[great]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT p. 014, CBS 04818 (unpub. dup.) [OB Nippur Ura],,r i 6',sux:kaš[beer]N sux:ud[sun]N sux:tab[double]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT p. 014, CBS 04818 (unpub. dup.) [OB Nippur Ura],,r i 7',sux:kaš[beer]N sux:ud[sun]N sux:sal[thin]V/i
dcclt/Q000043,OB Nippur Ura 06,N 5990 [OB Nippur Ura],,o i 1',sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,N 5990 [OB Nippur Ura],,o i 2',sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,N 5990 [OB Nippur Ura],,o i 3',sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,N 5990 [OB Nippur Ura],,o i 4',sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,N 5990 [OB Nippur Ura],,o i 5',sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,N 5990 [OB Nippur Ura],,o i 6',sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,N 5990 [OB Nippur Ura],,r 1,sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,N 5990 [OB Nippur Ura],,r 2,sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,N 5990 [OB Nippur Ura],,r 3,sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,N 5990 [OB Nippur Ura],,r 4,sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,N 3957 [Metrological],,r i 1,sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,N 3957 [Metrological],,r i 2,sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,N 3957 [Metrological],,r i 3,sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,N 3957 [Metrological],,r ii 1,sux:i[oil]N sux:saŋ[head]N
dcclt/Q000043,OB Nippur Ura 06,N 3957 [Metrological],,r ii 2,sux:inun[ghee]N
dcclt/Q000043,OB Nippur Ura 06,N 3957 [Metrological],,r ii 3,sux:inun[ghee]N sux:dug[good]V/i
dcclt/Q000043,OB Nippur Ura 06,N 3957 [Metrological],,r ii 4,sux:inun[ghee]N sux:la[hang]V/t
dcclt/Q000043,OB Nippur Ura 06,N 3957 [Metrological],,r ii 5,sux:i[oil]N
dcclt/Q000043,OB Nippur Ura 06,N 3957 [Metrological],,r ii 6,sux:i[oil]N sux:eren[cedar]N
dcclt/Q000043,OB Nippur Ura 06,N 3957 [Metrological],,r ii 7,sux:i[oil]N sux:šiqdum[almond]N
dcclt/Q000043,OB Nippur Ura 06,N 3957 [Metrological],,r iii 1,sux:šim[aromatics]N
dcclt/Q000043,OB Nippur Ura 06,N 3957 [Metrological],,r iii 2,sux:šim[aromatics]N sux:arganum[conifer]N
dcclt/Q000043,OB Nippur Ura 06,N 3957 [Metrological],,r iii 3,sux:šim[aromatics]N sux:damšelum[plant]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o i 1,sux:a[water]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o i 2,sux:ninda[bread]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o i 3,sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o i 4,sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o i 5,sux:tu[soup]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o i 6,sux:tu[soup]N sux:gugala[chickpea?]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o i 7,sux:tu[soup]N sux:gutur[lentil?]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o i 8,sux:tu[soup]N sux:guniŋara[vetch]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o i 9,sux:tu[soup]N sux:zid[flour]N sux:gu[pulse]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o i 10,sux:tu[soup]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o i 11,sux:tu[soup]N sux:arzana[groats]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o i 12,sux:tu[soup]N sux:lub[turnip]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o i 13,sux:tu[soup]N sux:tunla[vessel]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o i 14,sux:tu[soup]N sux:lubšir[bag]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o i 15,sux:tu[soup]N sux:adar[plant]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o ii 1,sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o ii 2,sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o ii 3,sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o ii 4,sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o ii 5,sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o ii 6,sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o ii 7,sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o ii 8,sux:dida[wort]N sux:gal[big]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o ii 9,sux:dida[wort]N sux:ud[sun]N sux:tab[double]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o ii 10,sux:dida[wort]N sux:hi[mix]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o ii 11,sux:dida[wort]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o ii 12,sux:dida[wort]N sux:lu[mix]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o ii 13,sux:dida[wort]N sux:edadi[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o ii 14,sux:kaš[beer]N sux:naŋ[drink]V/t sux:lugal[king]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o ii 15,sux:kaš[beer]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o ii 16,sux:kaš[beer]N sux:ŋen[go]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iii 1,sux:kaš[beer]N sux:ud[sun]N sux:tab[double]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iii 2,sux:kaš[beer]N sux:mah[great]V/i sux:eš[three]NU
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iii 6,sux:kaš[beer]N sux:hurum[~pot]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iii 7,sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iii 8,sux:kaš[beer]N sux:kum[hot]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iii 9,sux:kaš[beer]N sux:sed[cold]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iii 10,sux:kaš[beer]N sux:marah[unmng]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iii 11,sux:kaš[beer]N sux:ibi[smoke]N sux:du[suitable]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iii 12,sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iii 13,sux:kaš[beer]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iii 14,sux:kaš[beer]N sux:gibil[new]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iii 15,sux:kaš[beer]N sux:libir[old]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iii 16,sux:kaš[beer]N sux:teš[unity]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iv 1,sux:duh[bran]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iv 2,sux:duh[bran]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iv 3,sux:duh[bran]N sux:ŋen[go]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iv 4,sux:duh[bran]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iv 7,sux:zid[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iv 8,sux:zid[flour]N sux:gunida[~grain]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iv 9,sux:zidsig[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iv 10,sux:zidgu[flour]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iv 11,sux:zidgu[flour]N sux:sag[rare]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iv 12,sux:zidgu[flour]N sux:us[follow]V/t
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,o iv 213,sux:zidgu[flour]N sux:ŋen[go]V/i
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r i 1',sux:še[barley]N
dcclt/Q000043,OB Nippur Ura 06,SLT 017 [OB Nippur Ura],,r i 2',sux:še[barley]N sux:igi[eye]N
